['INFO ]2024-03-30 13:00:11,982(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 19:24:37,788(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 19:24:37,788(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 19:24:37,788(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:02:20,768(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:02:24,296(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1NDE0MywiZXhwIjoxNzExODgyOTQzfQ.a2J-V4tNqCB4yqSXScJYZQ_w5cVYxFtcaRInhU8Dc8579i4b8I9ksD-DBjEKFVNGNJldb_EN_kpPAgJnERMTaQ
['INFO ]2024-03-30 23:02:26,113(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:02:27,396(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:02:27,438(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:18:22,510(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:18:26,110(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1NTEwNSwiZXhwIjoxNzExODgzOTA1fQ.w98Wucrg2Br32hhDZ-MJug4nPer65V3TjCrKn2LOZYK08F05-JEd3inTVLD1KG4WuCrnf3naIrYHsecek7znsQ
['INFO ]2024-03-30 23:18:27,883(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:18:29,070(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:18:29,116(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:18:29,124(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-30 23:18:29,488(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:18:29,488(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:18:29,497(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-30 23:18:29,723(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:18:29,723(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 23:18:29,723(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:31:45,250(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:31:48,467(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1NTkwOCwiZXhwIjoxNzExODg0NzA4fQ.AO8FsmJlnzLSDN-ABAoQSe59US_TfbTUcb68H8R3ETTSGRnJsh0NL_btYSQigr5-8ewlLt8gN-NNCklcQ-dWhA
['INFO ]2024-03-30 23:31:48,745(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:31:49,951(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:31:49,985(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:31:49,992(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-30 23:31:50,568(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:31:50,569(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:31:50,577(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-30 23:31:50,892(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:31:50,892(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 23:31:50,893(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:38:51,229(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:38:54,464(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1NjMzNCwiZXhwIjoxNzExODg1MTM0fQ.6XZ-BoCuhvJAiY83Domt4uJTiAHcfYEB990ux3tPS6w-XFpBc6VdjA-5HfY8f3qgCBA36ws_6vuN09nU3Ad7-Q
['INFO ]2024-03-30 23:38:56,188(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:38:57,361(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:38:57,387(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:38:57,395(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-30 23:38:57,676(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:38:57,677(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:38:57,683(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-30 23:38:57,902(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:38:57,903(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 23:38:57,903(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:41:02,554(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:41:05,829(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1NjQ2NSwiZXhwIjoxNzExODg1MjY1fQ.k-oznVO2-yAwlHVtpd2i3VffkJEf8VYz_0Szx57Ib0TaRjkrcZi0Y4mp2o3GhEr7avR2N2vSu7yFB90GvL8LBA
['INFO ]2024-03-30 23:41:06,709(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-30 23:41:06,909(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:41:08,092(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:41:08,124(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:41:08,132(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-30 23:41:08,489(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:41:08,490(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:41:08,497(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-30 23:41:08,739(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:41:08,739(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 23:41:08,740(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:45:32,258(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:45:35,725(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1NjczNSwiZXhwIjoxNzExODg1NTM1fQ.0RUqPPOTkHCTi1FCfRYHMaXXEFyoRn_mlaRAeuc_djJy01TaZ-rHlhLgCFB5arLaEMUVAJqp2mSpDyDTtCT1yw
['INFO ]2024-03-30 23:45:36,585(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-30 23:45:36,776(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:45:37,971(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:45:38,011(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:45:38,024(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-30 23:45:38,390(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:45:38,391(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:45:38,395(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-30 23:45:38,615(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:45:38,615(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 23:45:38,615(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:48:09,893(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:48:13,268(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1Njg5MiwiZXhwIjoxNzExODg1NjkyfQ.4f1VBt6ZzKz3cjsvDaepdwYA3r9Y-VpNiTLcTlRQn-VhJELpR_OMga-rfYEmBr9pkU3zLr4ZfIDWEywDHqJDxA
['INFO ]2024-03-30 23:48:14,119(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-30 23:48:14,314(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:48:15,593(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:48:15,644(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:48:15,652(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-30 23:48:15,993(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:48:15,994(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:48:16,000(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-30 23:48:16,211(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:48:16,211(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 23:48:16,212(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:55:09,592(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:55:13,102(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg1NzMxMiwiZXhwIjoxNzExODg2MTEyfQ.mP498aSQkOrbFlCtCAfHhx6AHwybznJzVUrf4nOH-yAVB5NMwkM8Y7dJAMWzSl3zRhRqD_cUk8fPkkN-4e16gw
['INFO ]2024-03-30 23:55:13,968(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-30 23:55:14,174(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-30 23:55:15,381(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-30 23:55:15,416(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-30 23:55:15,423(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-30 23:55:15,724(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-30 23:55:15,724(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-30 23:55:15,730(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-30 23:55:15,952(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
